store,dept,date,weekly_sales,isholiday,type,size,temperature,fuel_price,markdown1,markdown2,markdown3,markdown4,markdown5,cpi,unemployment
21,98,2012-08-10,119.08,False,B,140167,89.57,3.494,8467.09,27.6,7.17,4045.91,4196.28,221.5954138,6.565
21,98,2012-08-17,123.26,False,B,140167,85.55,3.571,3036.2,15.6,50.0,3128.07,1844.7,221.6751459,6.565
21,98,2012-08-24,98.54,False,B,140167,77.72,3.62,6291.49,3.0,0.0,5817.38,6514.73,221.8083518,6.565
21,98,2012-08-31,68.64,False,B,140167,83.58,3.638,20597.87,43.8,29.1,9935.11,3004.08,221.9415576,6.565
21,98,2012-09-07,62.76,True,B,140167,88.4,3.73,10259.59,20.0,8.12,2815.73,2279.98,222.0747635,6.565
21,98,2012-09-21,114.9,False,B,140167,71.54,3.721,9104.0,33.73,12.28,1675.24,8387.92,222.4169362,6.565
21,98,2012-10-26,28.12,False,B,140167,70.5,3.506,7477.8,24.95,206.5,754.69,2667.13,223.0783366,6.17
21,99,2012-08-10,29.88,False,B,140167,89.57,3.494,8467.09,27.6,7.17,4045.91,4196.28,221.5954138,6.565
22,1,2011-11-11,17224.22,False,B,119557,47.8,3.57,12691.27,16756.86,435.92,3159.94,6275.41,140.4111613,7.706
22,1,2011-11-18,16655.53,False,B,119557,50.62,3.571,16544.63,659.84,88.86,747.89,6846.81,140.4127857,7.706
22,1,2011-12-23,60924.13,False,B,119557,39.83,3.413,963.24,5.39,936.62,5.0,4250.08,140.528765,7.706
22,1,2011-12-30,17653.26,True,B,119557,36.28,3.402,6840.65,55072.53,35.75,388.44,5826.4,140.5874505,7.706
22,1,2012-01-06,10919.6,False,B,119557,34.61,3.439,5803.25,34453.8,22.94,1777.64,8239.01,140.6461359,7.503
22,1,2012-01-13,11308.08,False,B,119557,39.0,3.523,2325.12,19455.8,6.06,520.21,5824.45,140.7048214,7.503
22,1,2012-01-20,14692.84,False,B,119557,29.16,3.542,1697.47,7401.88,2.73,1934.2,7147.3,140.8086118,7.503
22,1,2012-02-03,20263.99,False,B,119557,40.58,3.633,88646.76,5196.77,27.71,57815.43,8823.94,141.0161924,7.503
22,1,2012-02-10,32097.0,True,B,119557,35.68,3.655,10155.75,6392.28,3.34,9811.63,5448.98,141.1199827,7.503
22,1,2012-02-17,44028.72,False,B,119557,36.25,3.703,14910.44,10572.12,2.0,10409.34,5499.8,141.2140357,7.503
22,1,2012-03-02,17278.26,False,B,119557,37.47,3.827,28298.18,3333.76,89.58,25615.48,3141.76,141.3875357,7.503
22,1,2012-03-09,20304.6,False,B,119557,41.72,3.876,7634.61,348.71,0.5,1351.75,5563.8,141.4742857,7.503
22,1,2012-03-16,23568.82,False,B,119557,46.06,3.867,8463.01,51.31,11.36,3719.23,4895.18,141.55478,7.503
22,1,2012-03-23,27862.96,False,B,119557,54.68,3.889,5667.37,96.9,8.73,511.14,2598.98,141.6269332,7.503
22,1,2012-03-30,39198.34,False,B,119557,46.4,3.921,11628.21,29.6,3.59,1653.46,3327.97,141.6990864,7.503
22,1,2012-04-13,42096.13,False,B,119557,49.89,4.025,5981.5,10877.85,9.5,1633.96,1932.86,141.8433929,7.671
22,1,2012-04-20,12955.26,False,B,119557,58.81,4.046,7200.16,6519.27,14.55,54.25,3897.67,141.9015262,7.671
22,1,2012-04-27,12101.15,False,B,119557,51.42,4.023,2573.49,0.18,6.31,247.76,2140.08,141.9596595,7.671
22,1,2012-06-01,12063.4,False,B,119557,70.01,3.798,16432.28,7.6,73.36,3723.8,3331.57,142.1095438,7.671
22,1,2012-06-08,12389.36,False,B,119557,61.71,3.746,18261.32,142.4,19.79,3041.13,4316.44,142.1158099,7.671
22,1,2012-06-15,12758.23,False,B,119557,66.56,3.683,9564.7,193.9,9.06,3070.27,2588.53,142.1292548,7.671
22,1,2012-07-06,10927.7,False,B,119557,77.41,3.538,10677.48,296.2,12.79,6485.38,3465.23,142.2234298,7.753
22,1,2012-07-13,11617.41,False,B,119557,75.81,3.561,4773.8,183.5,14.16,2046.91,1457.01,142.2548214,7.753
22,1,2012-07-20,11746.42,False,B,119557,76.57,3.61,3250.89,101.3,15.49,1986.27,2800.15,142.2337569,7.753
22,1,2012-07-27,11313.97,False,B,119557,73.52,3.701,5336.52,42.97,2.31,8546.62,3644.59,142.2126924,7.753
22,1,2012-08-03,11809.4,False,B,119557,72.99,3.698,35383.88,88.92,27.32,18389.63,3237.41,142.1916279,7.753
22,1,2012-08-10,11847.08,False,B,119557,76.74,3.772,7212.77,22.87,15.43,2623.17,1906.3,142.1705634,7.753
22,1,2012-08-24,10977.72,False,B,119557,70.42,3.874,10456.16,100.54,104.14,6657.04,4648.25,142.3105933,7.753
22,1,2012-08-31,10561.66,False,B,119557,71.93,3.884,37707.43,40.66,119.53,6761.03,2307.61,142.4054482,7.753
22,1,2012-09-07,13425.72,True,B,119557,73.3,3.921,12941.56,4.0,37.34,2510.1,3346.55,142.500303,7.753
22,1,2012-09-14,14751.06,False,B,119557,66.42,3.988,7069.56,3.44,8.43,499.91,6011.9,142.5938833,7.753
22,1,2012-09-21,15129.33,False,B,119557,63.38,4.056,7150.28,106.01,19.0,1217.3,7556.34,142.6798167,7.753
22,1,2012-09-28,16595.53,False,B,119557,62.17,4.018,4269.8,23.73,1.72,2763.63,2130.39,142.76575,7.753
22,1,2012-10-26,38973.0,False,B,119557,57.58,3.917,7330.98,111.86,152.91,536.08,708.93,142.7624113,7.543
22,2,2011-11-11,53900.5,False,B,119557,47.8,3.57,12691.27,16756.86,435.92,3159.94,6275.41,140.4111613,7.706
22,2,2011-11-18,53139.73,False,B,119557,50.62,3.571,16544.63,659.84,88.86,747.89,6846.81,140.4127857,7.706
22,2,2011-12-23,83749.17,False,B,119557,39.83,3.413,963.24,5.39,936.62,5.0,4250.08,140.528765,7.706
22,2,2011-12-30,46641.09,True,B,119557,36.28,3.402,6840.65,55072.53,35.75,388.44,5826.4,140.5874505,7.706
22,2,2012-01-06,52450.57,False,B,119557,34.61,3.439,5803.25,34453.8,22.94,1777.64,8239.01,140.6461359,7.503
22,2,2012-01-13,51219.73,False,B,119557,39.0,3.523,2325.12,19455.8,6.06,520.21,5824.45,140.7048214,7.503
22,2,2012-01-20,53681.41,False,B,119557,29.16,3.542,1697.47,7401.88,2.73,1934.2,7147.3,140.8086118,7.503
22,2,2012-02-03,55826.91,False,B,119557,40.58,3.633,88646.76,5196.77,27.71,57815.43,8823.94,141.0161924,7.503
22,2,2012-02-10,55667.31,True,B,119557,35.68,3.655,10155.75,6392.28,3.34,9811.63,5448.98,141.1199827,7.503
22,2,2012-02-17,51479.63,False,B,119557,36.25,3.703,14910.44,10572.12,2.0,10409.34,5499.8,141.2140357,7.503
22,2,2012-03-02,57662.68,False,B,119557,37.47,3.827,28298.18,3333.76,89.58,25615.48,3141.76,141.3875357,7.503
22,2,2012-03-09,56141.37,False,B,119557,41.72,3.876,7634.61,348.71,0.5,1351.75,5563.8,141.4742857,7.503
22,2,2012-03-16,51422.08,False,B,119557,46.06,3.867,8463.01,51.31,11.36,3719.23,4895.18,141.55478,7.503
22,2,2012-03-23,51523.37,False,B,119557,54.68,3.889,5667.37,96.9,8.73,511.14,2598.98,141.6269332,7.503
22,2,2012-03-30,51973.15,False,B,119557,46.4,3.921,11628.21,29.6,3.59,1653.46,3327.97,141.6990864,7.503
22,2,2012-04-13,48342.78,False,B,119557,49.89,4.025,5981.5,10877.85,9.5,1633.96,1932.86,141.8433929,7.671
22,2,2012-04-20,54135.01,False,B,119557,58.81,4.046,7200.16,6519.27,14.55,54.25,3897.67,141.9015262,7.671
22,2,2012-04-27,52586.64,False,B,119557,51.42,4.023,2573.49,0.18,6.31,247.76,2140.08,141.9596595,7.671
22,2,2012-06-01,52494.07,False,B,119557,70.01,3.798,16432.28,7.6,73.36,3723.8,3331.57,142.1095438,7.671
22,2,2012-06-08,56866.23,False,B,119557,61.71,3.746,18261.32,142.4,19.79,3041.13,4316.44,142.1158099,7.671
22,2,2012-06-15,55524.19,False,B,119557,66.56,3.683,9564.7,193.9,9.06,3070.27,2588.53,142.1292548,7.671
22,2,2012-07-06,55362.12,False,B,119557,77.41,3.538,10677.48,296.2,12.79,6485.38,3465.23,142.2234298,7.753
22,2,2012-07-13,54926.11,False,B,119557,75.81,3.561,4773.8,183.5,14.16,2046.91,1457.01,142.2548214,7.753
22,2,2012-07-20,57684.5,False,B,119557,76.57,3.61,3250.89,101.3,15.49,1986.27,2800.15,142.2337569,7.753
22,2,2012-07-27,54655.42,False,B,119557,73.52,3.701,5336.52,42.97,2.31,8546.62,3644.59,142.2126924,7.753
22,2,2012-08-03,56598.93,False,B,119557,72.99,3.698,35383.88,88.92,27.32,18389.63,3237.41,142.1916279,7.753
22,2,2012-08-10,57193.33,False,B,119557,76.74,3.772,7212.77,22.87,15.43,2623.17,1906.3,142.1705634,7.753
22,2,2012-08-24,61012.41,False,B,119557,70.42,3.874,10456.16,100.54,104.14,6657.04,4648.25,142.3105933,7.753
22,2,2012-08-31,54940.4,False,B,119557,71.93,3.884,37707.43,40.66,119.53,6761.03,2307.61,142.4054482,7.753
22,2,2012-09-07,54933.45,True,B,119557,73.3,3.921,12941.56,4.0,37.34,2510.1,3346.55,142.500303,7.753
22,2,2012-09-14,49864.4,False,B,119557,66.42,3.988,7069.56,3.44,8.43,499.91,6011.9,142.5938833,7.753
22,2,2012-09-21,48639.07,False,B,119557,63.38,4.056,7150.28,106.01,19.0,1217.3,7556.34,142.6798167,7.753
22,2,2012-09-28,56482.7,False,B,119557,62.17,4.018,4269.8,23.73,1.72,2763.63,2130.39,142.76575,7.753
22,2,2012-10-26,51685.86,False,B,119557,57.58,3.917,7330.98,111.86,152.91,536.08,708.93,142.7624113,7.543
22,3,2011-11-11,7757.55,False,B,119557,47.8,3.57,12691.27,16756.86,435.92,3159.94,6275.41,140.4111613,7.706
22,3,2011-11-18,7238.78,False,B,119557,50.62,3.571,16544.63,659.84,88.86,747.89,6846.81,140.4127857,7.706
22,3,2011-12-23,18078.11,False,B,119557,39.83,3.413,963.24,5.39,936.62,5.0,4250.08,140.528765,7.706
22,3,2011-12-30,7286.92,True,B,119557,36.28,3.402,6840.65,55072.53,35.75,388.44,5826.4,140.5874505,7.706
22,3,2012-01-06,10296.89,False,B,119557,34.61,3.439,5803.25,34453.8,22.94,1777.64,8239.01,140.6461359,7.503
22,3,2012-01-13,11038.4,False,B,119557,39.0,3.523,2325.12,19455.8,6.06,520.21,5824.45,140.7048214,7.503
22,3,2012-01-20,11338.15,False,B,119557,29.16,3.542,1697.47,7401.88,2.73,1934.2,7147.3,140.8086118,7.503
22,3,2012-02-03,10784.07,False,B,119557,40.58,3.633,88646.76,5196.77,27.71,57815.43,8823.94,141.0161924,7.503
22,3,2012-02-10,9836.78,True,B,119557,35.68,3.655,10155.75,6392.28,3.34,9811.63,5448.98,141.1199827,7.503
22,3,2012-02-17,8336.51,False,B,119557,36.25,3.703,14910.44,10572.12,2.0,10409.34,5499.8,141.2140357,7.503
22,3,2012-03-02,8527.76,False,B,119557,37.47,3.827,28298.18,3333.76,89.58,25615.48,3141.76,141.3875357,7.503
22,3,2012-03-09,7754.86,False,B,119557,41.72,3.876,7634.61,348.71,0.5,1351.75,5563.8,141.4742857,7.503
22,3,2012-03-16,7424.41,False,B,119557,46.06,3.867,8463.01,51.31,11.36,3719.23,4895.18,141.55478,7.503
22,3,2012-03-23,7672.38,False,B,119557,54.68,3.889,5667.37,96.9,8.73,511.14,2598.98,141.6269332,7.503
22,3,2012-03-30,8466.91,False,B,119557,46.4,3.921,11628.21,29.6,3.59,1653.46,3327.97,141.6990864,7.503
22,3,2012-04-13,7055.31,False,B,119557,49.89,4.025,5981.5,10877.85,9.5,1633.96,1932.86,141.8433929,7.671
22,3,2012-04-20,7135.28,False,B,119557,58.81,4.046,7200.16,6519.27,14.55,54.25,3897.67,141.9015262,7.671
22,3,2012-04-27,7497.45,False,B,119557,51.42,4.023,2573.49,0.18,6.31,247.76,2140.08,141.9596595,7.671
22,3,2012-06-01,6377.62,False,B,119557,70.01,3.798,16432.28,7.6,73.36,3723.8,3331.57,142.1095438,7.671
22,3,2012-06-08,7065.67,False,B,119557,61.71,3.746,18261.32,142.4,19.79,3041.13,4316.44,142.1158099,7.671
22,3,2012-06-15,7455.51,False,B,119557,66.56,3.683,9564.7,193.9,9.06,3070.27,2588.53,142.1292548,7.671
22,3,2012-07-06,7860.87,False,B,119557,77.41,3.538,10677.48,296.2,12.79,6485.38,3465.23,142.2234298,7.753
22,3,2012-07-13,13845.75,False,B,119557,75.81,3.561,4773.8,183.5,14.16,2046.91,1457.01,142.2548214,7.753
22,3,2012-07-20,20711.13,False,B,119557,76.57,3.61,3250.89,101.3,15.49,1986.27,2800.15,142.2337569,7.753
22,3,2012-07-27,23561.47,False,B,119557,73.52,3.701,5336.52,42.97,2.31,8546.62,3644.59,142.2126924,7.753
22,3,2012-08-03,31235.64,False,B,119557,72.99,3.698,35383.88,88.92,27.32,18389.63,3237.41,142.1916279,7.753
22,3,2012-08-10,34058.3,False,B,119557,76.74,3.772,7212.77,22.87,15.43,2623.17,1906.3,142.1705634,7.753
22,3,2012-08-24,60310.5,False,B,119557,70.42,3.874,10456.16,100.54,104.14,6657.04,4648.25,142.3105933,7.753
22,3,2012-08-31,46965.08,False,B,119557,71.93,3.884,37707.43,40.66,119.53,6761.03,2307.61,142.4054482,7.753
22,3,2012-09-07,29415.48,True,B,119557,73.3,3.921,12941.56,4.0,37.34,2510.1,3346.55,142.500303,7.753
22,3,2012-09-14,13726.25,False,B,119557,66.42,3.988,7069.56,3.44,8.43,499.91,6011.9,142.5938833,7.753
22,3,2012-09-21,8164.76,False,B,119557,63.38,4.056,7150.28,106.01,19.0,1217.3,7556.34,142.6798167,7.753
22,3,2012-09-28,8266.45,False,B,119557,62.17,4.018,4269.8,23.73,1.72,2763.63,2130.39,142.76575,7.753
22,3,2012-10-26,7737.38,False,B,119557,57.58,3.917,7330.98,111.86,152.91,536.08,708.93,142.7624113,7.543
22,4,2011-11-11,34874.49,False,B,119557,47.8,3.57,12691.27,16756.86,435.92,3159.94,6275.41,140.4111613,7.706
22,4,2011-11-18,34210.48,False,B,119557,50.62,3.571,16544.63,659.84,88.86,747.89,6846.81,140.4127857,7.706
22,4,2011-12-23,39597.19,False,B,119557,39.83,3.413,963.24,5.39,936.62,5.0,4250.08,140.528765,7.706
22,4,2011-12-30,29558.05,True,B,119557,36.28,3.402,6840.65,55072.53,35.75,388.44,5826.4,140.5874505,7.706
22,4,2012-01-06,34696.31,False,B,119557,34.61,3.439,5803.25,34453.8,22.94,1777.64,8239.01,140.6461359,7.503
22,4,2012-01-13,30773.08,False,B,119557,39.0,3.523,2325.12,19455.8,6.06,520.21,5824.45,140.7048214,7.503
22,4,2012-01-20,30585.48,False,B,119557,29.16,3.542,1697.47,7401.88,2.73,1934.2,7147.3,140.8086118,7.503
22,4,2012-02-03,32793.08,False,B,119557,40.58,3.633,88646.76,5196.77,27.71,57815.43,8823.94,141.0161924,7.503
22,4,2012-02-10,32424.45,True,B,119557,35.68,3.655,10155.75,6392.28,3.34,9811.63,5448.98,141.1199827,7.503
22,4,2012-02-17,29438.08,False,B,119557,36.25,3.703,14910.44,10572.12,2.0,10409.34,5499.8,141.2140357,7.503
22,4,2012-03-02,31779.74,False,B,119557,37.47,3.827,28298.18,3333.76,89.58,25615.48,3141.76,141.3875357,7.503
22,4,2012-03-09,32218.98,False,B,119557,41.72,3.876,7634.61,348.71,0.5,1351.75,5563.8,141.4742857,7.503
22,4,2012-03-16,29519.61,False,B,119557,46.06,3.867,8463.01,51.31,11.36,3719.23,4895.18,141.55478,7.503
22,4,2012-03-23,31114.57,False,B,119557,54.68,3.889,5667.37,96.9,8.73,511.14,2598.98,141.6269332,7.503
22,4,2012-03-30,30874.24,False,B,119557,46.4,3.921,11628.21,29.6,3.59,1653.46,3327.97,141.6990864,7.503
22,4,2012-04-13,29881.27,False,B,119557,49.89,4.025,5981.5,10877.85,9.5,1633.96,1932.86,141.8433929,7.671
22,4,2012-04-20,34207.02,False,B,119557,58.81,4.046,7200.16,6519.27,14.55,54.25,3897.67,141.9015262,7.671
22,4,2012-04-27,32441.03,False,B,119557,51.42,4.023,2573.49,0.18,6.31,247.76,2140.08,141.9596595,7.671
22,4,2012-06-01,37016.54,False,B,119557,70.01,3.798,16432.28,7.6,73.36,3723.8,3331.57,142.1095438,7.671
22,4,2012-06-08,36782.99,False,B,119557,61.71,3.746,18261.32,142.4,19.79,3041.13,4316.44,142.1158099,7.671
22,4,2012-06-15,33358.15,False,B,119557,66.56,3.683,9564.7,193.9,9.06,3070.27,2588.53,142.1292548,7.671
22,4,2012-07-06,37283.61,False,B,119557,77.41,3.538,10677.48,296.2,12.79,6485.38,3465.23,142.2234298,7.753
22,4,2012-07-13,35293.79,False,B,119557,75.81,3.561,4773.8,183.5,14.16,2046.91,1457.01,142.2548214,7.753
22,4,2012-07-20,35669.8,False,B,119557,76.57,3.61,3250.89,101.3,15.49,1986.27,2800.15,142.2337569,7.753
22,4,2012-07-27,32019.32,False,B,119557,73.52,3.701,5336.52,42.97,2.31,8546.62,3644.59,142.2126924,7.753
22,4,2012-08-03,34984.15,False,B,119557,72.99,3.698,35383.88,88.92,27.32,18389.63,3237.41,142.1916279,7.753
22,4,2012-08-10,33849.35,False,B,119557,76.74,3.772,7212.77,22.87,15.43,2623.17,1906.3,142.1705634,7.753
22,4,2012-08-24,37128.02,False,B,119557,70.42,3.874,10456.16,100.54,104.14,6657.04,4648.25,142.3105933,7.753
22,4,2012-08-31,36125.16,False,B,119557,71.93,3.884,37707.43,40.66,119.53,6761.03,2307.61,142.4054482,7.753
22,4,2012-09-07,37164.64,True,B,119557,73.3,3.921,12941.56,4.0,37.34,2510.1,3346.55,142.500303,7.753
22,4,2012-09-14,33855.97,False,B,119557,66.42,3.988,7069.56,3.44,8.43,499.91,6011.9,142.5938833,7.753
22,4,2012-09-21,31880.12,False,B,119557,63.38,4.056,7150.28,106.01,19.0,1217.3,7556.34,142.6798167,7.753
22,4,2012-09-28,32196.92,False,B,119557,62.17,4.018,4269.8,23.73,1.72,2763.63,2130.39,142.76575,7.753
22,4,2012-10-26,37655.25,False,B,119557,57.58,3.917,7330.98,111.86,152.91,536.08,708.93,142.7624113,7.543
22,5,2011-11-11,34110.8,False,B,119557,47.8,3.57,12691.27,16756.86,435.92,3159.94,6275.41,140.4111613,7.706
22,5,2011-11-18,26559.67,False,B,119557,50.62,3.571,16544.63,659.84,88.86,747.89,6846.81,140.4127857,7.706
22,5,2011-12-23,75821.96,False,B,119557,39.83,3.413,963.24,5.39,936.62,5.0,4250.08,140.528765,7.706
22,5,2011-12-30,30645.69,True,B,119557,36.28,3.402,6840.65,55072.53,35.75,388.44,5826.4,140.5874505,7.706
22,5,2012-01-06,17314.25,False,B,119557,34.61,3.439,5803.25,34453.8,22.94,1777.64,8239.01,140.6461359,7.503
22,5,2012-01-13,16084.86,False,B,119557,39.0,3.523,2325.12,19455.8,6.06,520.21,5824.45,140.7048214,7.503
22,5,2012-01-20,14309.43,False,B,119557,29.16,3.542,1697.47,7401.88,2.73,1934.2,7147.3,140.8086118,7.503
22,5,2012-02-03,18452.4,False,B,119557,40.58,3.633,88646.76,5196.77,27.71,57815.43,8823.94,141.0161924,7.503
22,5,2012-02-10,18404.38,True,B,119557,35.68,3.655,10155.75,6392.28,3.34,9811.63,5448.98,141.1199827,7.503
22,5,2012-02-17,29568.25,False,B,119557,36.25,3.703,14910.44,10572.12,2.0,10409.34,5499.8,141.2140357,7.503
22,5,2012-03-02,19198.64,False,B,119557,37.47,3.827,28298.18,3333.76,89.58,25615.48,3141.76,141.3875357,7.503
22,5,2012-03-09,22313.4,False,B,119557,41.72,3.876,7634.61,348.71,0.5,1351.75,5563.8,141.4742857,7.503
22,5,2012-03-16,21534.56,False,B,119557,46.06,3.867,8463.01,51.31,11.36,3719.23,4895.18,141.55478,7.503
22,5,2012-03-23,17804.2,False,B,119557,54.68,3.889,5667.37,96.9,8.73,511.14,2598.98,141.6269332,7.503
22,5,2012-03-30,19690.21,False,B,119557,46.4,3.921,11628.21,29.6,3.59,1653.46,3327.97,141.6990864,7.503
22,5,2012-04-13,17985.19,False,B,119557,49.89,4.025,5981.5,10877.85,9.5,1633.96,1932.86,141.8433929,7.671
22,5,2012-04-20,13728.98,False,B,119557,58.81,4.046,7200.16,6519.27,14.55,54.25,3897.67,141.9015262,7.671
22,5,2012-04-27,12468.45,False,B,119557,51.42,4.023,2573.49,0.18,6.31,247.76,2140.08,141.9596595,7.671
22,5,2012-06-01,11837.68,False,B,119557,70.01,3.798,16432.28,7.6,73.36,3723.8,3331.57,142.1095438,7.671
22,5,2012-06-08,16956.13,False,B,119557,61.71,3.746,18261.32,142.4,19.79,3041.13,4316.44,142.1158099,7.671
22,5,2012-06-15,25923.8,False,B,119557,66.56,3.683,9564.7,193.9,9.06,3070.27,2588.53,142.1292548,7.671
22,5,2012-07-06,13243.85,False,B,119557,77.41,3.538,10677.48,296.2,12.79,6485.38,3465.23,142.2234298,7.753
22,5,2012-07-13,13625.81,False,B,119557,75.81,3.561,4773.8,183.5,14.16,2046.91,1457.01,142.2548214,7.753
22,5,2012-07-20,14651.12,False,B,119557,76.57,3.61,3250.89,101.3,15.49,1986.27,2800.15,142.2337569,7.753
22,5,2012-07-27,13318.01,False,B,119557,73.52,3.701,5336.52,42.97,2.31,8546.62,3644.59,142.2126924,7.753
22,5,2012-08-03,12259.25,False,B,119557,72.99,3.698,35383.88,88.92,27.32,18389.63,3237.41,142.1916279,7.753
22,5,2012-08-10,13866.89,False,B,119557,76.74,3.772,7212.77,22.87,15.43,2623.17,1906.3,142.1705634,7.753
22,5,2012-08-24,19667.03,False,B,119557,70.42,3.874,10456.16,100.54,104.14,6657.04,4648.25,142.3105933,7.753
22,5,2012-08-31,15569.64,False,B,119557,71.93,3.884,37707.43,40.66,119.53,6761.03,2307.61,142.4054482,7.753
22,5,2012-09-07,14354.76,True,B,119557,73.3,3.921,12941.56,4.0,37.34,2510.1,3346.55,142.500303,7.753
22,5,2012-09-14,16542.79,False,B,119557,66.42,3.988,7069.56,3.44,8.43,499.91,6011.9,142.5938833,7.753
22,5,2012-09-21,19716.68,False,B,119557,63.38,4.056,7150.28,106.01,19.0,1217.3,7556.34,142.6798167,7.753
22,5,2012-09-28,23941.71,False,B,119557,62.17,4.018,4269.8,23.73,1.72,2763.63,2130.39,142.76575,7.753
22,5,2012-10-26,22700.1,False,B,119557,57.58,3.917,7330.98,111.86,152.91,536.08,708.93,142.7624113,7.543
22,6,2011-11-11,4164.14,False,B,119557,47.8,3.57,12691.27,16756.86,435.92,3159.94,6275.41,140.4111613,7.706
22,6,2011-11-18,3901.54,False,B,119557,50.62,3.571,16544.63,659.84,88.86,747.89,6846.81,140.4127857,7.706
22,6,2011-12-23,12415.3,False,B,119557,39.83,3.413,963.24,5.39,936.62,5.0,4250.08,140.528765,7.706
22,6,2011-12-30,4729.14,True,B,119557,36.28,3.402,6840.65,55072.53,35.75,388.44,5826.4,140.5874505,7.706
22,6,2012-01-06,3058.8,False,B,119557,34.61,3.439,5803.25,34453.8,22.94,1777.64,8239.01,140.6461359,7.503
22,6,2012-01-13,-106.34,False,B,119557,39.0,3.523,2325.12,19455.8,6.06,520.21,5824.45,140.7048214,7.503
22,6,2012-01-20,2507.79,False,B,119557,29.16,3.542,1697.47,7401.88,2.73,1934.2,7147.3,140.8086118,7.503
22,6,2012-02-03,2968.19,False,B,119557,40.58,3.633,88646.76,5196.77,27.71,57815.43,8823.94,141.0161924,7.503
22,6,2012-02-10,4150.76,True,B,119557,35.68,3.655,10155.75,6392.28,3.34,9811.63,5448.98,141.1199827,7.503
22,6,2012-02-17,3555.92,False,B,119557,36.25,3.703,14910.44,10572.12,2.0,10409.34,5499.8,141.2140357,7.503
22,6,2012-03-02,3821.2,False,B,119557,37.47,3.827,28298.18,3333.76,89.58,25615.48,3141.76,141.3875357,7.503
22,6,2012-03-09,2812.12,False,B,119557,41.72,3.876,7634.61,348.71,0.5,1351.75,5563.8,141.4742857,7.503
22,6,2012-03-16,3270.73,False,B,119557,46.06,3.867,8463.01,51.31,11.36,3719.23,4895.18,141.55478,7.503
22,6,2012-03-23,1977.3,False,B,119557,54.68,3.889,5667.37,96.9,8.73,511.14,2598.98,141.6269332,7.503
22,6,2012-03-30,3715.78,False,B,119557,46.4,3.921,11628.21,29.6,3.59,1653.46,3327.97,141.6990864,7.503
22,6,2012-04-13,2897.1,False,B,119557,49.89,4.025,5981.5,10877.85,9.5,1633.96,1932.86,141.8433929,7.671
22,6,2012-04-20,2358.41,False,B,119557,58.81,4.046,7200.16,6519.27,14.55,54.25,3897.67,141.9015262,7.671
22,6,2012-04-27,2917.85,False,B,119557,51.42,4.023,2573.49,0.18,6.31,247.76,2140.08,141.9596595,7.671
22,6,2012-06-01,2779.04,False,B,119557,70.01,3.798,16432.28,7.6,73.36,3723.8,3331.57,142.1095438,7.671
22,6,2012-06-08,4580.96,False,B,119557,61.71,3.746,18261.32,142.4,19.79,3041.13,4316.44,142.1158099,7.671
22,6,2012-06-15,3754.86,False,B,119557,66.56,3.683,9564.7,193.9,9.06,3070.27,2588.53,142.1292548,7.671
22,6,2012-07-06,3956.08,False,B,119557,77.41,3.538,10677.48,296.2,12.79,6485.38,3465.23,142.2234298,7.753
22,6,2012-07-13,2379.89,False,B,119557,75.81,3.561,4773.8,183.5,14.16,2046.91,1457.01,142.2548214,7.753
22,6,2012-07-20,4056.37,False,B,119557,76.57,3.61,3250.89,101.3,15.49,1986.27,2800.15,142.2337569,7.753
22,6,2012-07-27,2404.72,False,B,119557,73.52,3.701,5336.52,42.97,2.31,8546.62,3644.59,142.2126924,7.753
22,6,2012-08-03,4517.56,False,B,119557,72.99,3.698,35383.88,88.92,27.32,18389.63,3237.41,142.1916279,7.753
22,6,2012-08-10,3712.64,False,B,119557,76.74,3.772,7212.77,22.87,15.43,2623.17,1906.3,142.1705634,7.753
22,6,2012-08-24,2447.53,False,B,119557,70.42,3.874,10456.16,100.54,104.14,6657.04,4648.25,142.3105933,7.753
22,6,2012-08-31,3911.07,False,B,119557,71.93,3.884,37707.43,40.66,119.53,6761.03,2307.61,142.4054482,7.753
22,6,2012-09-07,1955.21,True,B,119557,73.3,3.921,12941.56,4.0,37.34,2510.1,3346.55,142.500303,7.753
22,6,2012-09-14,4075.76,False,B,119557,66.42,3.988,7069.56,3.44,8.43,499.91,6011.9,142.5938833,7.753
22,6,2012-09-21,2697.16,False,B,119557,63.38,4.056,7150.28,106.01,19.0,1217.3,7556.34,142.6798167,7.753
22,6,2012-09-28,4264.53,False,B,119557,62.17,4.018,4269.8,23.73,1.72,2763.63,2130.39,142.76575,7.753
22,6,2012-10-26,2946.16,False,B,119557,57.58,3.917,7330.98,111.86,152.91,536.08,708.93,142.7624113,7.543
22,7,2011-11-11,36724.99,False,B,119557,47.8,3.57,12691.27,16756.86,435.92,3159.94,6275.41,140.4111613,7.706
22,7,2011-11-18,37980.96,False,B,119557,50.62,3.571,16544.63,659.84,88.86,747.89,6846.81,140.4127857,7.706
22,7,2011-12-23,146173.94,False,B,119557,39.83,3.413,963.24,5.39,936.62,5.0,4250.08,140.528765,7.706
22,7,2011-12-30,34020.68,True,B,119557,36.28,3.402,6840.65,55072.53,35.75,388.44,5826.4,140.5874505,7.706
22,7,2012-01-06,10751.39,False,B,119557,34.61,3.439,5803.25,34453.8,22.94,1777.64,8239.01,140.6461359,7.503
22,7,2012-01-13,12202.72,False,B,119557,39.0,3.523,2325.12,19455.8,6.06,520.21,5824.45,140.7048214,7.503
